ligand,receptor,pathway,function,AX,LA,LV,RA,RV,SP,mean_score
ITGAL,CD226,adhesion,functional,0.0,0.0,0.0,0.01199805830266676,0.0,0.0,0.0019996763837777935
RELN,ITGA2,ecm,functional,0.0,0.0,0.0,0.0,0.011997688045252185,0.0,0.0019996146742086974
KITLG,TEC,ligand,functional,0.0,0.0,0.011987436895532458,0.0,0.0,0.0,0.0019979061492554095
CXCL14,CCR7,ligand,functional,0.0,0.0,0.0,0.011985132372137426,0.0,0.0,0.0019975220620229044
CBL,IL21R,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.011944045823206286,0.0019906743038677144
FGFR4,NRXN2,ligand,functional,0.011924692217937833,0.0,0.0,0.0,0.0,0.0,0.001987448702989639
TNFRSF10A,CHUK,cell_surface_ligand,functional,0.0,0.0,0.011914380128993258,0.0,0.0,0.0,0.0019857300214988763
VIP,NPR3,ligand,functional,0.0,0.0,0.011890772842168305,0.0,0.0,0.0,0.0019817954736947173
CD2,SYK,cell_surface_ligand,functional,0.0,0.0,0.011789341271943093,0.0,0.0,0.0,0.0019648902119905154
SFRP5,WNT5B,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.011761952927169304,0.001960325487861551
PTPN6,CD300LF,ligand,functional,0.0,0.0,0.0,0.011690531844575509,0.0,0.0,0.0019484219740959182
CCL11,CXCR1,ligand,functional,0.01165759764096935,0.0,0.0,0.0,0.0,0.0,0.0019429329401615583
PTGS2,PIK3CG,cell_surface_ligand,functional,0.0,0.0,0.0,0.011569536083208005,0.0,0.0,0.0019282560138680009
ESR1,GNA15,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.011565688930935026,0.0,0.0019276148218225044
KLK1,PLAT,ligand,functional,0.0,0.0,0.0,0.0,0.011487943684313617,0.0,0.001914657280718936
CXCL14,CCR5,ligand,functional,0.0,0.0,0.011432318715388376,0.0,0.0,0.0,0.0019053864525647292
CCL4,ACKR2,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.011431358033400993,0.0019052263389001654
WNT2B,FZD9,ligand,functional,0.0,0.011429956704513017,0.0,0.0,0.0,0.0,0.0019049927840855028
LAMC2,ITGB3,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.011426267710596565,0.0019043779517660942
CXCL16,CCR7,ecm,functional,0.0,0.0,0.0,0.011408574512867305,0.0,0.0,0.0019014290854778842
CXCL16,CXCR3,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.011383729455707522,0.0018972882426179203
LIPH,LPAR1,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.011352176306869011,0.0018920293844781686
CXCL16,CXCR6,ecm,functional,0.0,0.0,0.0,0.011329453419542869,0.0,0.0,0.0018882422365904782
VIP,PTGS2,ligand,functional,0.0,0.0,0.0,0.011311385860503478,0.0,0.0,0.0018852309767505796
MET,RET,cell_adhesion,functional,0.0,0.0,0.011308086710658529,0.0,0.0,0.0,0.001884681118443088
MDK,GPC2,ligand,functional,0.011284190235776417,0.0,0.0,0.0,0.0,0.0,0.001880698372629403
THPO,GHR,ligand,functional,0.011258876853255663,0.0,0.0,0.0,0.0,0.0,0.0018764794755426106
FGFR4,GPC6,ligand,functional,0.011251230213430323,0.0,0.0,0.0,0.0,0.0,0.0018752050355717205
CDKN2A,MDM2,adhesion,functional,0.0,0.0,0.011231615827703876,0.0,0.0,0.0,0.0018719359712839794
CCL3,PIK3CG,ligand,functional,0.0,0.0,0.0,0.011224684253934353,0.0,0.0,0.001870780708989059
WFIKKN2,IL6R,ligand,functional,0.0,0.0,0.0,0.011179610848446042,0.0,0.0,0.001863268474741007
LCK,CDK1,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.011060246537395083,0.0018433744228991804
LAMB3,ITGB3,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.011040422231120426,0.0018400703718534043
DUOX1,LIPE,cell_surface_enzyme,functional,0.0,0.0,0.010928280873299447,0.0,0.0,0.0,0.001821380145549908
BTK,KIT,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.010912957260369676,0.0,0.0018188262100616128
COL4A4,SDC1,ecm,functional,0.0,0.0,0.0,0.0,0.010912764290825949,0.0,0.0018187940484709914
GDF5,ACVR2A,ligand,functional,0.0,0.010902334947178578,0.0,0.0,0.0,0.0,0.001817055824529763
CXCL11,CXCR4,ligand,functional,0.0,0.0,0.0,0.0,0.010876186127301355,0.0,0.0018126976878835592
CCL4,CCR7,ligand,functional,0.0,0.0,0.0,0.010825211775603144,0.0,0.0,0.0018042019626005239
SYK,ZAP70,cell_adhesion,functional,0.0,0.0,0.010813717148999692,0.0,0.0,0.0,0.0018022861914999487
CCL21,CXCR6,ligand,functional,0.0,0.0,0.0,0.010774673122243254,0.0,0.0,0.001795778853707209
CCL11,CCR2,ligand,functional,0.0,0.010634758745332266,0.0,0.0,0.0,0.0,0.001772459790888711
CD28,PRF1,cell_surface_ligand,functional,0.01063443520764504,0.0,0.0,0.0,0.0,0.0,0.00177240586794084
ITGA2,SDC1,adhesion,functional,0.0,0.0,0.0,0.0069234486627919554,0.003709437068647597,0.0,0.0017721476219065922
EGF,PTK2B,ligand,functional,0.0,0.0,0.010604468312628719,0.0,0.0,0.0,0.0017674113854381198
SYK,PIK3R5,cell_adhesion,functional,0.0,0.0,0.010557958245535307,0.0,0.0,0.0,0.0017596597075892177
SLITRK4,OLR1,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.010527079386765425,0.001754513231127571
IL6,ESR1,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.010491775171577646,0.001748629195262941
HLA-DQA2,LAG3,ligand,functional,0.010488602601666223,0.0,0.0,0.0,0.0,0.0,0.0017481004336110373
CD86,CD3G,cell_surface_ligand,functional,0.0,0.0,0.0020321156093005897,0.008451799130787514,0.0,0.0,0.0017473191233480173
CBL,ITGA2B,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.010472065004437833,0.0017453441674063054
CCL18,CCR5,ligand,functional,0.0,0.0,0.010380927561371071,0.0,0.0,0.0,0.001730154593561845
TNF,PTPRU,ligand,functional,0.0,0.0,0.0,0.010372203080932335,0.0,0.0,0.0017287005134887226
TGFA,ERBB3,ligand,functional,0.0,0.01036787475002892,0.0,0.0,0.0,0.0,0.00172797912500482
CCL3,CXCR6,ligand,functional,0.0,0.0,0.0,0.010327108708914493,0.0,0.0,0.001721184784819082
EGF,BMX,ligand,functional,0.0,0.0,0.010321788927276747,0.0,0.0,0.0,0.0017202981545461245
COL6A6,ITGB3,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.010243416688541127,0.0017072361147568544
GDF9,ACVR1B,ligand,functional,0.010240620174736065,0.0,0.0,0.0,0.0,0.0,0.0017067700291226774
FGF14,SCN4A,ligand,functional,0.010235298381095955,0.0,0.0,0.0,0.0,0.0,0.0017058830635159926
CXCL3,CXCR4,ligand,functional,0.0,0.0,0.0102204774557876,0.0,0.0,0.0,0.0017034129092979335
WNT10B,LRP6,ligand,functional,0.010215979952972205,0.0,0.0,0.0,0.0,0.0,0.0017026633254953675
PTPRS,NTRK3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.010207480904415537,0.0017012468174025894
NTRK3,PTPRS,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.010207480904415537,0.0017012468174025894
THBS3,ITGB7,ecm,functional,0.0,0.0,0.010172782208413507,0.0,0.0,0.0,0.001695463701402251
KLHL17,GRIK2,ecm,functional,0.0,0.0,0.010163489962289121,0.0,0.0,0.0,0.0016939149937148536
SIGLEC5,CD33,cell_adhesion,functional,0.0,0.010158166494503101,0.0,0.0,0.0,0.0,0.0016930277490838502
LRRC4B,PTPRS,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.010153049120268718,0.0016921748533781195
PTPRS,LRRC4B,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.010153049120268718,0.0016921748533781195
CXCL11,CCR1,ligand,functional,0.0,0.0,0.0,0.0,0.010148721188386086,0.0,0.001691453531397681
CSF3,SELE,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.010142517694201093,0.001690419615700182
IL1RN,IL2RA,ligand,functional,0.0,0.010133048123388628,0.0,0.0,0.0,0.0,0.0016888413538981046
GNB3,GABBR2,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.010129065605875417,0.0016881776009792361
JAK2,PIK3CG,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.010128571296052949,0.0,0.001688095216008825
AVP,VIPR1,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.010080145850343636,0.001680024308390606
CXCL8,CXCR6,ligand,functional,0.0,0.0,0.0,0.01007868985289245,0.0,0.0,0.0016797816421487415
CCL5,CCR7,ligand,functional,0.0,0.0,0.0,0.010068949342648756,0.0,0.0,0.0016781582237747927
FLRT3,ADGRL3,ligand,functional,0.0,0.01005442243514663,0.0,0.0,0.0,0.0,0.0016757370725244381
CCL3,CX3CR1,ligand,functional,0.0,0.0,0.010017211781073489,0.0,0.0,0.0,0.0016695352968455815
GDF7,ACVR1C,ligand,functional,0.0,0.009903586157197332,0.0,0.0,0.0,0.0,0.001650597692866222
LCK,ESR1,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.00980105739476028,0.00163350956579338
COL4A4,ITGA10,ecm,functional,0.0,0.0,0.009787417087075248,0.0,0.0,0.0,0.001631236181179208
ITGB3BP,ITGB3,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.009717143494747517,0.0016195239157912528
TNC,SDC1,ecm,functional,0.0,0.0,0.0,0.0,0.009683834088369939,0.0,0.0016139723480616565
IL2RA,GZMB,cell_adhesion,functional,0.0,0.009679358079053757,0.0,0.0,0.0,0.0,0.0016132263465089595
ADORA1,GRM1,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.009651583822656377,0.0,0.001608597303776063
MET,PIK3R5,cell_adhesion,functional,0.0,0.0,0.009549384566222714,0.0,0.0,0.0,0.0015915640943704524
NLGN4X,NRXN2,ligand,functional,0.009544194054081807,0.0,0.0,0.0,0.0,0.0,0.0015906990090136346
NRXN2,NLGN4X,ligand,functional,0.009544194054081807,0.0,0.0,0.0,0.0,0.0,0.0015906990090136346
HEPACAM,GFAP,cell_adhesion,functional,0.0,0.009494855833961017,0.0,0.0,0.0,0.0,0.001582475972326836
UNC5A,ADGRL3,cell_surface_ligand,functional,0.0,0.00948490131148764,0.0,0.0,0.0,0.0,0.00158081688524794
KIT,IL7R,ligand,functional,0.0,0.0,0.0,0.0,0.00939828077586775,0.0,0.0015663801293112917
IL1B,JAK2,ligand,functional,0.00936945428204808,0.0,0.0,0.0,0.0,0.0,0.00156157571367468
CCL5,CXCR6,ligand,functional,0.0,0.0,0.0,0.00934254582140841,0.0,0.0,0.0015570909702347351
LYN,CSF2RA,cell_adhesion,functional,0.0,0.0,0.009255523142380621,0.0,0.0,0.0,0.0015425871903967702
CD5,TNFRSF25,cell_adhesion,functional,0.0,0.0,0.009253633764605997,0.0,0.0,0.0,0.0015422722941009995
FGFR4,BMX,ligand,functional,0.009240114802731948,0.0,0.0,0.0,0.0,0.0,0.001540019133788658
CXCR1,JAK2,cell_adhesion,functional,0.00916844474813005,0.0,0.0,0.0,0.0,0.0,0.0015280741246883418
IL16,CCR5,ligand,functional,0.0,0.0,0.00913238456328663,0.0,0.0,0.0,0.001522064093881105
COL4A4,ADGRG6,ecm,functional,0.0,0.0,0.009130668613286303,0.0,0.0,0.0,0.001521778102214384
SERPINA5,ACR,ecm,functional,0.0,0.0,0.009128037057409165,0.0,0.0,0.0,0.001521339509568194
TNF,PRKCA,ligand,functional,0.0,0.0,0.0,0.009106763675016427,0.0,0.0,0.001517793945836071
TNFRSF13C,LILRB2,cell_adhesion,functional,0.0,0.009105024175000928,0.0,0.0,0.0,0.0,0.0015175040291668213
NRXN3,LRRTM1,ligand,functional,0.0,0.009055694071360459,0.0,0.0,0.0,0.0,0.001509282345226743
CCL18,CXCR1,ligand,functional,0.008834041141720698,0.0,0.0,0.0,0.0,0.0,0.001472340190286783
IL7R,LCK,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.00881945733584705,0.0014699095559745085
SLITRK2,PTPRD,ligand,functional,0.0,0.0,0.0,0.008789616251766594,0.0,0.0,0.0014649360419610989
TNF,MLKL,ligand,functional,0.0,0.0,0.0,0.00875365843100274,0.0,0.0,0.0014589430718337899
IL16,GRIN2C,ligand,functional,0.0,0.0,0.00868236333092119,0.0,0.0,0.0,0.0014470605551535317
KIT,MATK,ligand,functional,0.0,0.0,0.0,0.008677981558012164,0.0,0.0,0.001446330259668694
CCL4,CCR2,ligand,functional,0.0,0.008649412357477904,0.0,0.0,0.0,0.0,0.0014415687262463173
CXCL14,CXCR1,ligand,functional,0.008644424056278022,0.0,0.0,0.0,0.0,0.0,0.0014407373427130037
EGF,TF,ligand,functional,0.0,0.0,0.008635778514904694,0.0,0.0,0.0,0.0014392964191507823
LAMB3,ITGA2B,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.008624789692272532,0.0014374649487120885
FGFR3,PTK2B,ligand,functional,0.0,0.0,0.00858069444010747,0.0,0.0,0.0,0.0014301157400179116
TNF,CHI3L1,ligand,functional,0.0,0.0,0.0,0.008567367836345778,0.0,0.0,0.001427894639390963
TNN,ITGA2,ecm,functional,0.0,0.0,0.0,0.008556739531664054,0.0,0.0,0.0014261232552773423
CD300LF,SIGLEC5,cell_adhesion,functional,0.0,0.00331123074907715,0.0,0.005221623553895891,0.0,0.0,0.0014221423838288404
CD79A,SOS1,cell_adhesion,functional,0.0,0.0,0.00849538548310041,0.0,0.0,0.0,0.0014158975805167349
CCL13,CCR2,ligand,functional,0.0,0.008474024948956889,0.0,0.0,0.0,0.0,0.0014123374914928148
GZMB,CHRM3,secreted_enzyme,functional,0.0,0.0,0.0,0.008469675715490465,0.0,0.0,0.0014116126192484108
CCL14,ACKR2,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.00846918002221673,0.0014115300037027883
WNT3,LRP6,ligand,functional,0.0,0.0,0.008467259237069053,0.0,0.0,0.0,0.0014112098728448423
ADIPOQ,TNF,ligand,functional,0.0,0.0,0.0,0.0037041997280926253,0.0,0.004746724359995293,0.0014084873480146528
CXCL10,CX3CR1,ligand,functional,0.0,0.0,0.008412428146914593,0.0,0.0,0.0,0.0014020713578190987
THBS3,ITGA10,ecm,functional,0.0,0.0,0.008360366585336829,0.0,0.0,0.0,0.0013933944308894715
CSF3,GHR,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.008259855286215156,0.0013766425477025259
KLB,FGFR3,activating_cofactor,functional,0.0,0.008235963878432602,0.0,0.0,0.0,0.0,0.0013726606464054337
IL1B,ESR1,ligand,functional,0.0032974926945024386,0.0,0.0,0.0,0.0,0.0049263294404313296,0.0013706370224889613
STX1A,CACNA1A,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.008178293006786859,0.0013630488344644764
LAMA1,ITGB4,ecm,functional,0.008151304104808884,0.0,0.0,0.0,0.0,0.0,0.001358550684134814
LAMC2,ITGA2B,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.008138048803583774,0.0013563414672639624
EFNB3,PAK1,ligand,functional,0.0,0.0,0.008134233652708366,0.0,0.0,0.0,0.0013557056087847277
LCK,BTK,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.008116551777696207,0.0013527586296160346
FGF14,SCN9A,ligand,functional,0.0,0.0,0.0,0.00807061763710699,0.0,0.0,0.0013451029395178317
CTHRC1,ROR2,ecm,functional,0.0,0.0,0.0,0.0,0.008065800244306554,0.0,0.001344300040717759
SYK,CD79A,cell_adhesion,functional,0.0,0.0,0.008019597380802487,0.0,0.0,0.0,0.001336599563467081
CD2,SPN,cell_surface_ligand,functional,0.0,0.0,0.00800483170622591,0.0,0.0,0.0,0.0013341386177043184
KIT,PIK3R5,ligand,functional,0.0,0.0,0.0,0.007961730214907687,0.0,0.0,0.0013269550358179479
IL12RB1,CD3E,cell_adhesion,functional,0.0,0.0,0.00794959144588904,0.0,0.0,0.0,0.0013249319076481733
TNN,ITGA8,ecm,functional,0.0,0.0,0.0,0.00791968184162914,0.0,0.0,0.0013199469736048565
CCL21,CCR7,ligand,functional,0.0,0.0,0.0,0.007909926817476745,0.0,0.0,0.0013183211362461243
COL6A6,ITGA2B,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.007907395984336334,0.0013178993307227224
PTPN6,IL12RB1,ligand,functional,0.0,0.0,0.00786035139324254,0.0,0.0,0.0,0.0013100585655404235
CXCL6,ADRA2A,ligand,functional,0.0,0.0,0.0,0.0,0.007834449091217941,0.0,0.0013057415152029903
CXCL11,MAP2K6,ligand,functional,0.0,0.0,0.0,0.0,0.00781325286278762,0.0,0.0013022088104646034
LAMA1,SV2B,ecm,functional,0.007802869560379686,0.0,0.0,0.0,0.0,0.0,0.001300478260063281
IL1B,CR1,ligand,functional,0.0,0.0077635920812034725,0.0,0.0,0.0,0.0,0.001293932013533912
HAPLN1,ADGRA2,ligand,functional,0.0,0.0,0.007745080928908275,0.0,0.0,0.0,0.0012908468214847125
CXCL14,CXCR3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.007738472086358972,0.0012897453477264953
NRXN2,LRRTM1,ligand,functional,0.0,0.007728749842199554,0.0,0.0,0.0,0.0,0.0012881249736999257
GDF10,ACVR1C,ligand,functional,0.0,0.007717850850905119,0.0,0.0,0.0,0.0,0.0012863084751508532
FCGR3B,EDA2R,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.007601263927977674,0.0,0.0012668773213296125
WNT11,FZD9,ligand,functional,0.0,0.007547160115896154,0.0,0.0,0.0,0.0,0.0012578600193160255
CCL23,ACKR2,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.007525505542428904,0.0012542509237381506
CD2,CD8A,cell_surface_ligand,functional,0.0,0.0,0.007513328574325107,0.0,0.0,0.0,0.0012522214290541845
GDF6,BMPR1B,ligand,functional,0.0,0.0,0.0,0.0075124463410421605,0.0,0.0,0.0012520743901736934
TNFSF9,MAP3K5,ligand,functional,0.0,0.0,0.007481081687266365,0.0,0.0,0.0,0.0012468469478777275
GDF7,BMPR1B,ligand,functional,0.0,0.00743348744821518,0.0,0.0,0.0,0.0,0.00123891457470253
TNFRSF8,CCR7,cell_surface_ligand,functional,0.0,0.0,0.0,0.007364378208743039,0.0,0.0,0.0012273963681238397
PTPRS,SLITRK4,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.007321318009401771,0.0012202196682336286
SLITRK4,PTPRS,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.00732131800940177,0.0012202196682336284
CCL3,CCR2,ligand,functional,0.0,0.007279689684746671,0.0,0.0,0.0,0.0,0.0012132816141244452
LAMB3,ITGA10,ecm,functional,0.0,0.0,0.007271332305000389,0.0,0.0,0.0,0.0012118887175000647
LYN,CD79A,cell_adhesion,functional,0.0,0.0,0.007198192528964158,0.0,0.0,0.0,0.0011996987548273596
LYN,PRKCQ,cell_adhesion,functional,0.007187390618933637,0.0,0.0,0.0,0.0,0.0,0.0011978984364889396
GDF9,HAS2,ligand,functional,0.007136021826376646,0.0,0.0,0.0,0.0,0.0,0.0011893369710627743
TNN,ITGB8,ecm,functional,0.0,0.0,0.0,0.007115941891984578,0.0,0.0,0.001185990315330763
RET,PTPRF,cell_surface_ligand,functional,0.0,0.0,0.007108566789557244,0.0,0.0,0.0,0.001184761131592874
PTPRF,RET,inhibitory_cofactor,functional,0.0,0.0,0.007108566789557244,0.0,0.0,0.0,0.001184761131592874
CCL8,CX3CR1,ligand,functional,0.0,0.0,0.007097962164071918,0.0,0.0,0.0,0.0011829936940119864
CCL8,CCR7,ligand,functional,0.0,0.0,0.0,0.006970327001452942,0.0,0.0,0.0011617211669088237
LRRC4C,UNC5A,cell_surface_ligand,functional,0.0,0.006942238361092588,0.0,0.0,0.0,0.0,0.0011570397268487647
CARD11,IKBKB,cell_adhesion,functional,0.0,0.0,0.006925778502791894,0.0,0.0,0.0,0.0011542964171319824
CNTFR,LILRB4,cell_adhesion,functional,0.006908511101569715,0.0,0.0,0.0,0.0,0.0,0.001151418516928286
LEP,CYP19A1,ligand,functional,0.0,0.0,0.0,0.006908370465796641,0.0,0.0,0.0011513950776327736
LAMB3,ITGB7,ecm,functional,0.0,0.0,0.006896066777649838,0.0,0.0,0.0,0.0011493444629416397
ITGB3,ADAM12,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.0,0.006886317975642387,0.0011477196626070644
LAMA3,ITGB3,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.006884269683192241,0.0011473782805320402
BTK,TEC,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.006796095718224919,0.001132682619704153
CSF3,CSF3R,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.006783408003173103,0.0011305680005288504
NLGN1,NRXN3,ligand,functional,0.0,0.006737448587388554,0.0,0.0,0.0,0.0,0.0011229080978980923
NRXN3,NLGN1,ligand,functional,0.0,0.006737448587388554,0.0,0.0,0.0,0.0,0.0011229080978980923
LEP,CSF3R,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.006701862713754401,0.0011169771189590669
KLRD1,MICB,cell_surface_ligand,functional,0.0,0.0,0.006682586321460069,0.0,0.0,0.0,0.0011137643869100116
CLEC4G,LAG3,ligand,functional,0.0,0.0,0.006586629153578546,0.0,0.0,0.0,0.0010977715255964242
LIF,ACHE,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.006568885394937612,0.001094814232489602
KIT,PTPRO,ligand,functional,0.0,0.0,0.0,0.006568751017889725,0.0,0.0,0.001094791836314954
PSPN,GFRA2,ligand,functional,0.0,0.0,0.006563499007330557,0.0,0.0,0.0,0.0010939165012217595
IL1B,IL1RAP,ligand,functional,0.006516838217171322,0.0,0.0,0.0,0.0,0.0,0.001086139702861887
CXCL14,CXCR6,ligand,functional,0.0,0.0,0.0,0.006504215045581941,0.0,0.0,0.0010840358409303235
IL12A,GZMB,ligand,functional,0.0,0.0,0.0,0.0,0.006451133156074349,0.0,0.001075188859345725
BMP6,ESR1,ligand,functional,0.0,0.0,0.0,0.0,0.006449858120443153,0.0,0.0010749763534071922
HAPLN1,PRTG,ligand,functional,0.006420413626461572,0.0,0.0,0.0,0.0,0.0,0.0010700689377435952
CCL4,CXCR3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.006347465179224697,0.001057910863204116
VIP,DPP4,ligand,functional,0.0,0.0,0.0,0.006298168554190777,0.0,0.0,0.0010496947590317963
CCL4,CXCR6,ligand,functional,0.0,0.0,0.0,0.006260938926304605,0.0,0.0,0.0010434898210507674
TNF,IL6R,ligand,functional,0.0,0.0,0.0,0.00625470418105973,0.0,0.0,0.0010424506968432885
EGF,LAMA3,ligand,functional,0.0,0.0,0.006202301957838462,0.0,0.0,0.0,0.0010337169929730769
CXCL11,ADRA2A,ligand,functional,0.0,0.0,0.0,0.0,0.0061995611908891276,0.0,0.0010332601984815212
PTPN6,CLEC12A,ligand,functional,0.0,0.0,0.0060491207452528575,0.0,0.0,0.0,0.0010081867908754763
CXCL8,EZH2,ligand,functional,0.0,0.0,0.0,0.0,0.0060315801129367805,0.0,0.0010052633521561302
LAMA3,ITGA2B,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.006018859863118913,0.0010031433105198188
IL6,MAP2K6,ligand,functional,0.0,0.0,0.006015064854153265,0.0,0.0,0.0,0.0010025108090255441
CCL5,CXCR3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.005987163313435798,0.0009978605522392998
IL1B,PTGS2,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.00598435945308874,0.0009973932421814566
NTF3,RET,ligand,functional,0.0,0.0,0.005951507595293997,0.0,0.0,0.0,0.0009919179325489995
SFRP5,WNT5A,ligand,functional,0.0,0.0,0.005940318952652848,0.0,0.0,0.0,0.0009900531587754746
STX1A,CACNB4,ecm,functional,0.0,0.0059368380424995254,0.0,0.0,0.0,0.0,0.0009894730070832542
LYN,CD24,cell_adhesion,functional,0.0,0.0,0.00591700823845614,0.0,0.0,0.0,0.00098616803974269
THPO,FPR1,ligand,functional,0.005876235220050866,0.0,0.0,0.0,0.0,0.0,0.0009793725366751443
CCL7,ACKR4,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.005770203580583971,0.0009617005967639952
CCL3,CCR5,ligand,functional,0.0,0.0,0.005662849893376573,0.0,0.0,0.0,0.0009438083155627622
TNFRSF4,TNFSF4,cell_adhesion,functional,0.0,0.0,0.005656633667622488,0.0,0.0,0.0,0.0009427722779370814
TNFSF4,TNFRSF4,ligand,functional,0.0,0.0,0.005656633667622487,0.0,0.0,0.0,0.0009427722779370812
IL10,PTGS2,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.005629048881332933,0.0009381748135554889
BTK,TLR6,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.005598484043560618,0.0009330806739267696
CXCL10,CXCR3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.005597657589356906,0.0009329429315594844
CARD11,CHUK,cell_adhesion,functional,0.0,0.0,0.005590598040701606,0.0,0.0,0.0,0.0009317663401169343
RET,GFRA2,cell_surface_ligand,functional,0.0,0.0,0.005587750055556513,0.0,0.0,0.0,0.0009312916759260855
CXCL8,CX3CR1,ligand,functional,0.0,0.0,0.005558121697260762,0.0,0.0,0.0,0.0009263536162101271
CXCL3,CX3CR1,ligand,functional,0.0,0.0,0.005491779413153549,0.0,0.0,0.0,0.0009152965688589248
PSPN,RET,ligand,functional,0.0,0.0,0.0054211535987324635,0.0,0.0,0.0,0.0009035255997887439
RTN4R,ADGRB1,cell_surface_ligand,functional,0.0,0.0,0.0,0.005384260768298674,0.0,0.0,0.0008973767947164456
ADGRB1,RTN4R,ecm,functional,0.0,0.0,0.0,0.005384260768298674,0.0,0.0,0.0008973767947164456
TNN,ITGB7,ecm,functional,0.0,0.0,0.0,0.005381730996440182,0.0,0.0,0.0008969551660733636
EFNB3,RHBDL2,ligand,functional,0.0,0.0,0.0,0.005333550035459711,0.0,0.0,0.0008889250059099518
GDF5,BMPR1B,ligand,functional,0.0,0.0053304198160158845,0.0,0.0,0.0,0.0,0.000888403302669314
TNFRSF10A,CASP8,cell_surface_ligand,functional,0.0,0.0,0.0052755003404450305,0.0,0.0,0.0,0.0008792500567408384
CD2,PIK3CG,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.005208794508187257,0.0,0.0008681324180312096
IL7,IL2RG,ligand,functional,0.0,0.0,0.0,0.005167155553152714,0.0,0.0,0.000861192592192119
CCL8,CCR5,ligand,functional,0.0,0.0,0.005157122687072669,0.0,0.0,0.0,0.0008595204478454448
CXCL8,CXCR3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.005150230023684584,0.0008583716706140974
GDF7,AMHR2,ligand,functional,0.0,0.005141889601219659,0.0,0.0,0.0,0.0,0.0008569816002032766
PTPRD,LRFN5,cell_adhesion,functional,0.0,0.0,0.0,0.005099907090991937,0.0,0.0,0.0008499845151653229
